銀行別,2021年1月,2021年2月,2021年3月,2021年4月,2021年5月,2021年6月,2021年7月,2021年8月,2021年9月,2021年10月,2021年11月,2021年12月,2022年1月,2021年1月市占率,2021年1月排名,2021年2月市占率,2021年2月排名,2021年3月市占率,2021年3月排名,2021年4月市占率,2021年4月排名,2021年5月市占率,2021年5月排名,2021年6月市占率,2021年6月排名,2021年7月市占率,2021年7月排名,2021年8月市占率,2021年8月排名,2021年9月市占率,2021年9月排名,2021年10月市占率,2021年10月排名,2021年11月市占率,2021年11月排名,2021年12月市占率,2021年12月排名,2022年1月市占率,2022年1月排名
京城商業銀行,114.0,244.0,649.0,825.0,1625.0,2064.0,2238.0,2402.0,2591.0,2751.0,2981.0,3297.0,141.0,0.49%,22.0,0.58%,21.0,0.98%,15.0,0.95%,17.0,1.46%,9.0,1.53%,9.0,1.41%,11.0,1.33%,11.0,1.30%,13.0,1.26%,13.0,1.29%,12.0,1.32%,12.0,0.71%,17.5
匯豐(台灣)商業銀行,47.0,65.0,179.0,198.0,169.0,200.0,249.0,268.0,303.0,314.0,341.0,308.0,-50.0,0.20%,29.5,0.15%,31.0,0.27%,28.0,0.23%,30.0,0.15%,32.0,0.15%,33.0,0.16%,33.0,0.15%,33.0,0.15%,32.0,0.14%,32.0,0.15%,32.0,0.12%,32.0,-0.25%,37.0
瑞興商業銀行,5.0,10.0,15.0,19.0,22.0,27.0,31.0,36.0,41.0,47.0,52.0,57.0,5.0,0.02%,37.0,0.02%,37.0,0.02%,37.0,0.02%,37.0,0.02%,37.0,0.02%,37.0,0.02%,37.0,0.02%,37.0,0.02%,37.0,0.02%,37.0,0.02%,37.0,0.02%,36.0,0.03%,33.0
華泰商業銀行,9.0,15.0,23.0,30.0,39.0,50.0,57.0,65.0,73.0,81.0,88.0,94.0,8.0,0.04%,36.0,0.04%,36.0,0.03%,36.0,0.03%,36.0,0.04%,36.0,0.04%,36.0,0.04%,36.0,0.04%,36.0,0.04%,36.0,0.04%,36.0,0.04%,36.0,0.04%,35.0,0.04%,32.0
臺灣新光商業銀行,260.0,365.0,665.0,839.0,975.0,1196.0,1413.0,1602.0,1763.0,1909.0,1943.0,2147.0,130.0,1.11%,13.0,0.87%,15.0,1.01%,14.0,0.97%,16.0,0.88%,18.0,0.89%,18.0,0.89%,19.0,0.89%,18.0,0.88%,18.0,0.88%,18.0,0.84%,19.0,0.86%,19.0,0.65%,20.5
陽信商業銀行,26.0,57.0,87.0,121.0,166.0,209.0,258.0,308.0,339.0,391.0,422.0,455.0,50.0,0.11%,33.0,0.14%,34.0,0.13%,33.0,0.14%,33.0,0.15%,33.0,0.16%,32.0,0.16%,32.0,0.17%,32.0,0.17%,31.0,0.18%,31.0,0.18%,31.0,0.18%,31.0,0.25%,28.5
板信商業銀行,45.0,62.0,91.0,137.0,189.0,237.0,279.0,322.0,373.0,426.0,477.0,547.0,50.0,0.19%,31.0,0.15%,32.0,0.14%,32.0,0.16%,32.0,0.17%,31.0,0.18%,31.0,0.18%,31.0,0.18%,31.0,0.19%,30.0,0.20%,30.0,0.21%,30.0,0.22%,29.0,0.25%,28.5
三信商業銀行,1.0,2.0,3.0,4.0,6.0,7.0,8.0,9.0,10.0,12.0,13.0,14.0,2.0,0.00%,38.0,0.00%,38.0,0.00%,38.0,0.00%,38.0,0.01%,38.0,0.01%,38.0,0.01%,38.0,0.00%,38.0,0.01%,38.0,0.01%,38.0,0.01%,38.0,0.01%,37.0,0.01%,34.0
聯邦商業銀行,136.0,287.0,451.0,597.0,749.0,892.0,1105.0,1298.0,1444.0,1575.0,1729.0,1883.0,113.0,0.58%,20.5,0.68%,18.0,0.68%,20.0,0.69%,19.0,0.67%,20.0,0.66%,20.0,0.70%,20.0,0.72%,20.0,0.72%,20.0,0.72%,20.0,0.75%,20.0,0.76%,20.0,0.57%,22.0
遠東國際商業銀行,103.0,176.0,259.0,463.0,577.0,522.0,733.0,840.0,993.0,1129.0,1268.0,1474.0,-22.0,0.44%,23.0,0.42%,24.0,0.39%,26.0,0.53%,24.0,0.52%,25.0,0.39%,25.0,0.46%,25.0,0.47%,25.0,0.50%,25.0,0.52%,25.0,0.55%,25.0,0.59%,23.0,-0.11%,36.0
元大商業銀行,77.0,229.0,515.0,743.0,1068.0,1352.0,1743.0,1996.0,2231.0,2277.0,2504.0,2595.0,107.0,0.33%,26.0,0.54%,22.0,0.78%,19.0,0.85%,18.0,0.96%,17.0,1.00%,17.0,1.10%,15.0,1.11%,15.0,1.12%,15.0,1.04%,16.0,1.09%,15.0,1.04%,16.0,0.54%,23.0
永豐商業銀行,649.0,1112.0,1810.0,2300.0,2849.0,3394.0,4040.0,4496.0,5026.0,5545.0,6324.0,6503.0,412.0,2.77%,5.0,2.64%,6.0,2.74%,6.0,2.65%,6.0,2.56%,6.0,2.52%,6.0,2.55%,6.0,2.50%,6.0,2.52%,6.0,2.54%,6.0,2.74%,6.0,2.61%,6.0,2.07%,7.0
玉山商業銀行,437.0,825.0,1108.0,1827.0,2465.0,2987.0,3726.0,4188.0,4452.0,4364.0,4736.0,5235.0,379.0,1.86%,7.0,1.96%,7.0,1.68%,7.0,2.10%,7.0,2.22%,7.0,2.22%,7.0,2.35%,7.0,2.32%,7.0,2.23%,7.0,2.00%,7.0,2.05%,7.0,2.10%,7.0,1.90%,9.0
凱基商業銀行,174.0,381.0,573.0,905.0,1187.0,1568.0,1733.0,2020.0,2402.0,2697.0,2788.0,2981.0,319.0,0.74%,17.0,0.90%,13.0,0.87%,17.0,1.04%,15.0,1.07%,15.0,1.16%,15.0,1.09%,16.0,1.12%,14.0,1.20%,14.0,1.24%,14.0,1.21%,13.0,1.20%,13.0,1.60%,11.0
星展(台灣)商業銀行,56.0,94.0,169.0,205.0,245.0,250.0,322.0,332.0,113.0,200.0,168.0,179.0,-8.0,0.24%,27.0,0.22%,29.0,0.26%,29.0,0.24%,29.0,0.22%,29.0,0.19%,30.0,0.20%,30.0,0.18%,30.0,0.06%,34.0,0.09%,34.0,0.07%,34.0,0.07%,34.0,-0.04%,35.0
台新國際商業銀行,279.0,625.0,836.0,1123.0,1412.0,1825.0,2087.0,2356.0,2629.0,2901.0,3156.0,3424.0,285.0,1.19%,11.0,1.48%,9.0,1.27%,9.5,1.29%,11.0,1.27%,12.0,1.36%,12.0,1.32%,12.0,1.31%,13.0,1.32%,12.0,1.33%,12.0,1.37%,11.0,1.37%,11.0,1.43%,13.0
日盛國際商業銀行,21.0,43.0,67.0,112.0,149.0,181.0,211.0,235.0,224.0,231.0,250.0,279.0,44.0,0.09%,34.0,0.10%,35.0,0.10%,34.0,0.13%,34.0,0.13%,34.0,0.13%,34.0,0.13%,34.0,0.13%,34.0,0.11%,33.0,0.11%,33.0,0.11%,33.0,0.11%,33.0,0.22%,31.0
安泰商業銀行,20.0,96.0,167.0,278.0,327.0,378.0,484.0,575.0,575.0,624.0,699.0,764.0,179.0,0.09%,35.0,0.23%,28.0,0.25%,30.0,0.32%,28.0,0.29%,28.0,0.28%,28.0,0.31%,28.0,0.32%,27.0,0.29%,28.0,0.29%,28.0,0.30%,27.0,0.31%,27.0,0.90%,15.0
中國信託商業銀行,1080.0,1968.0,2781.0,3473.0,4236.0,4715.0,5506.0,6210.0,6806.0,7615.0,7388.0,8094.0,603.0,4.60%,4.0,4.67%,3.0,4.21%,4.0,4.00%,3.0,3.81%,3.0,3.50%,3.0,3.47%,3.0,3.45%,3.0,3.41%,3.0,3.49%,3.0,3.20%,3.0,3.25%,3.0,3.03%,5.0
將來商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
連線商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
樂天國際商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
中央信託局,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
中國農民銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
交通銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
澳盛(台灣)商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
中華開發工業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
第七商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
中華商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
大眾商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
慶豐商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
臺北國際商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
高雄區中小企業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
花蓮區中小企業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
臺東區中小企業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
前20,7329.0,13070.0,20335.0,26661.0,34212.0,41743.0,48926.0,55721.0,61814.0,67346.0,71084.0,77041.0,6619.0,31.23%,2.0,30.99%,2.0,30.78%,2.0,30.68%,2.0,30.80%,2.0,30.99%,2.0,30.87%,2.0,30.93%,2.0,30.97%,2.0,30.88%,2.0,30.83%,2.0,30.92%,2.0,33.26%,2.0
總額,8070.0,14550.0,22868.0,30120.0,38441.0,46467.0,54782.0,62209.0,68878.0,75377.0,79756.0,86073.0,6640.0,34.39%,1.0,34.50%,1.0,34.61%,1.0,34.66%,1.0,34.60%,1.0,34.50%,1.0,34.56%,1.0,34.53%,1.0,34.51%,1.0,34.56%,1.0,34.59%,1.0,34.54%,1.0,33.37%,1.0
