銀行別,2021年1月,2021年2月,2021年3月,2021年4月,2021年5月,2021年6月,2021年7月,2021年8月,2021年9月,2021年10月,2021年11月,2021年12月,2022年1月,2021年1月市占率,2021年1月排名,2021年2月市占率,2021年2月排名,2021年3月市占率,2021年3月排名,2021年4月市占率,2021年4月排名,2021年5月市占率,2021年5月排名,2021年6月市占率,2021年6月排名,2021年7月市占率,2021年7月排名,2021年8月市占率,2021年8月排名,2021年9月市占率,2021年9月排名,2021年10月市占率,2021年10月排名,2021年11月市占率,2021年11月排名,2021年12月市占率,2021年12月排名,2022年1月市占率,2022年1月排名
中國信託商業銀行,4739732.0,4766437.0,4808351.0,4833621.0,4852071.0,4822670.0,4815512.0,4829611.0,4821988.0,4835629.0,4870287.0,4934654.0,4970945.0,4.88%,4.0,4.90%,4.0,4.92%,4.0,4.92%,4.0,4.93%,4.0,4.93%,4.0,4.94%,4.0,4.94%,4.0,4.93%,4.0,4.94%,4.0,4.93%,4.0,4.95%,4.0,4.96%,4.0
將來商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
連線商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
樂天國際商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
中央信託局,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
中國農民銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
澳盛(台灣)商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
第七商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
中華商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
大眾商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
慶豐商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
臺北國際商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
前20,31821617.0,31845113.0,32012962.0,32157768.0,32214505.0,32016722.0,31941156.0,31996957.0,32039461.0,32097275.0,32346232.0,32644581.0,32829515.0,32.74%,2.0,32.74%,2.0,32.75%,2.0,32.76%,2.0,32.75%,2.0,32.75%,2.0,32.76%,2.0,32.76%,2.0,32.76%,2.0,32.76%,2.0,32.76%,2.0,32.76%,2.0,32.77%,2.0
總額,32686672.0,32710482.0,32864884.0,33009360.0,33069547.0,32866561.0,32786374.0,32838978.0,32883091.0,32940871.0,33190027.0,33497106.0,33675287.0,33.63%,1.0,33.63%,1.0,33.62%,1.0,33.62%,1.0,33.62%,1.0,33.62%,1.0,33.62%,1.0,33.62%,1.0,33.62%,1.0,33.62%,1.0,33.62%,1.0,33.62%,1.0,33.61%,1.0
