銀行別,2022年1月,2022年2月,2022年3月,2022年4月,2022年5月,2022年6月,2022年7月,2022年8月,2022年9月,2022年10月,2022年11月,2022年12月,2023年1月,2022年1月市占率,2022年1月排名,2022年2月市占率,2022年2月排名,2022年3月市占率,2022年3月排名,2022年4月市占率,2022年4月排名,2022年5月市占率,2022年5月排名,2022年6月市占率,2022年6月排名,2022年7月市占率,2022年7月排名,2022年8月市占率,2022年8月排名,2022年9月市占率,2022年9月排名,2022年10月市占率,2022年10月排名,2022年11月市占率,2022年11月排名,2022年12月市占率,2022年12月排名,2023年1月市占率,2023年1月排名
京城商業銀行,78.0,78.0,78.0,77.0,77.0,77.0,77.0,77.0,77.0,74.0,74.0,74.0,74.0,0.10%,29.0,0.10%,29.0,0.10%,29.0,0.09%,29.0,0.09%,29.0,0.09%,29.0,0.09%,29.0,0.09%,29.0,0.09%,29.0,0.09%,29.0,0.09%,29.0,0.09%,29.0,0.09%,29.0
匯豐(台灣)商業銀行,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,40.0,40.0,0.06%,34.0,0.06%,34.0,0.06%,34.0,0.06%,34.0,0.06%,34.0,0.06%,34.0,0.06%,34.0,0.06%,34.0,0.06%,34.0,0.06%,34.0,0.06%,34.0,0.05%,34.0,0.05%,34.0
瑞興商業銀行,37.0,37.0,37.0,37.0,37.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,0.05%,35.0,0.05%,35.0,0.05%,35.0,0.05%,35.0,0.05%,35.0,0.04%,35.0,0.04%,35.0,0.04%,35.0,0.04%,35.0,0.04%,35.0,0.04%,35.0,0.04%,35.0,0.04%,35.0
華泰商業銀行,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,0.08%,32.0,0.08%,32.0,0.08%,32.0,0.08%,32.0,0.08%,32.0,0.08%,32.0,0.08%,32.0,0.08%,32.0,0.08%,32.0,0.08%,32.0,0.08%,32.0,0.08%,32.0,0.08%,32.0
臺灣新光商業銀行,494.0,495.0,498.0,499.0,499.0,499.0,498.0,500.0,496.0,496.0,495.0,494.0,494.0,0.61%,18.0,0.61%,18.0,0.61%,18.0,0.61%,18.0,0.61%,18.0,0.61%,18.0,0.61%,18.0,0.61%,18.0,0.61%,18.0,0.61%,18.0,0.60%,18.0,0.60%,18.0,0.60%,18.0
陽信商業銀行,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,133.0,133.0,133.0,133.0,0.16%,24.0,0.16%,24.0,0.16%,24.0,0.16%,24.0,0.16%,24.0,0.16%,24.0,0.16%,24.0,0.16%,24.0,0.16%,24.0,0.16%,24.0,0.16%,23.5,0.16%,23.5,0.16%,23.5
板信商業銀行,128.0,128.0,128.0,128.0,128.0,128.0,128.0,129.0,129.0,129.0,129.0,129.0,129.0,0.16%,25.0,0.16%,25.0,0.16%,25.0,0.16%,25.0,0.16%,25.0,0.16%,25.0,0.16%,25.0,0.16%,25.0,0.16%,25.0,0.16%,25.0,0.16%,25.0,0.16%,25.0,0.16%,25.0
三信商業銀行,66.0,66.0,67.0,68.0,68.0,68.0,68.0,68.0,69.0,69.0,69.0,69.0,69.0,0.08%,31.0,0.08%,31.0,0.08%,30.5,0.08%,30.0,0.08%,30.0,0.08%,30.0,0.08%,30.0,0.08%,30.0,0.08%,30.0,0.08%,30.0,0.08%,30.0,0.08%,30.0,0.08%,30.0
聯邦商業銀行,753.0,672.0,536.0,537.0,537.0,541.0,542.0,543.0,546.0,546.0,548.0,555.0,563.0,0.93%,9.0,0.83%,10.5,0.66%,16.0,0.66%,16.0,0.66%,16.0,0.66%,15.0,0.66%,15.0,0.67%,15.0,0.67%,15.0,0.67%,15.0,0.67%,15.0,0.68%,15.0,0.68%,15.0
遠東國際商業銀行,154.0,154.0,154.0,154.0,154.0,154.0,153.0,153.0,153.0,153.0,153.0,153.0,153.0,0.19%,23.0,0.19%,22.0,0.19%,22.0,0.19%,22.0,0.19%,22.0,0.19%,22.0,0.19%,22.0,0.19%,22.0,0.19%,22.0,0.19%,22.0,0.19%,22.0,0.19%,22.0,0.19%,22.0
元大商業銀行,505.0,505.0,507.0,506.0,506.0,505.0,504.0,506.0,507.0,507.0,505.0,506.0,506.0,0.62%,17.0,0.62%,17.0,0.62%,17.0,0.62%,17.0,0.62%,17.0,0.62%,17.0,0.62%,17.0,0.62%,17.0,0.62%,17.0,0.62%,17.0,0.62%,17.0,0.62%,17.0,0.61%,17.0
永豐商業銀行,574.0,572.0,572.0,572.0,574.0,580.0,583.0,584.0,586.0,586.0,587.0,591.0,591.0,0.71%,13.5,0.71%,14.0,0.70%,13.0,0.70%,13.0,0.71%,13.0,0.71%,12.0,0.71%,12.0,0.72%,12.0,0.72%,12.0,0.72%,12.0,0.72%,12.0,0.72%,12.0,0.72%,12.0
玉山商業銀行,1259.0,1267.0,1272.0,1270.0,1279.0,1282.0,1293.0,1300.0,1304.0,1308.0,1310.0,1306.0,1313.0,1.55%,6.0,1.56%,6.0,1.57%,6.0,1.56%,6.0,1.57%,6.0,1.57%,6.0,1.59%,6.0,1.59%,6.0,1.59%,6.0,1.60%,6.0,1.60%,6.0,1.59%,6.0,1.59%,6.0
凱基商業銀行,125.0,125.0,125.0,126.0,126.0,125.0,125.0,118.0,116.0,116.0,116.0,116.0,116.0,0.15%,26.0,0.15%,26.0,0.15%,26.0,0.16%,26.0,0.15%,26.0,0.15%,26.0,0.15%,26.0,0.14%,26.0,0.14%,26.0,0.14%,26.0,0.14%,26.0,0.14%,26.0,0.14%,26.0
星展(台灣)商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
台新國際商業銀行,4036.0,4117.0,4253.0,4248.0,4257.0,4271.0,4271.0,4274.0,4287.0,4288.0,4303.0,4327.0,4314.0,4.98%,5.0,5.08%,5.0,5.24%,5.0,5.23%,5.0,5.23%,5.0,5.24%,5.0,5.24%,5.0,5.24%,5.0,5.24%,5.0,5.24%,5.0,5.25%,5.0,5.26%,5.0,5.24%,5.0
日盛國際商業銀行,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,87.0,87.0,87.0,86.0,86.0,0.11%,28.0,0.11%,28.0,0.11%,28.0,0.11%,28.0,0.11%,28.0,0.11%,28.0,0.11%,28.0,0.11%,28.0,0.11%,28.0,0.11%,28.0,0.11%,28.0,0.10%,28.0,0.10%,28.0
安泰商業銀行,64.0,64.0,64.0,64.0,63.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,0.08%,33.0,0.08%,33.0,0.08%,33.0,0.08%,33.0,0.08%,33.0,0.08%,33.0,0.08%,33.0,0.08%,33.0,0.08%,33.0,0.08%,33.0,0.08%,33.0,0.08%,33.0,0.08%,33.0
中國信託商業銀行,6886.0,6887.0,6905.0,6909.0,6945.0,6958.0,6981.0,6997.0,7036.0,7027.0,7046.0,7118.0,7161.0,8.50%,3.0,8.50%,3.0,8.51%,3.0,8.51%,3.0,8.54%,3.0,8.54%,3.0,8.56%,3.0,8.57%,3.0,8.60%,3.0,8.59%,3.0,8.60%,3.0,8.66%,3.0,8.69%,3.0
將來商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
連線商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
樂天國際商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
中央信託局,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
中國農民銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
交通銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
澳盛(台灣)商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
中華開發工業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
第七商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
中華商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
大眾商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
慶豐商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
臺北國際商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
高雄區中小企業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
花蓮區中小企業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
臺東區中小企業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
前20,26246.0,26254.0,26297.0,26288.0,26348.0,26384.0,26423.0,26447.0,26505.0,26508.0,26551.0,26664.0,26717.0,32.39%,2.0,32.39%,2.0,32.39%,2.0,32.39%,2.0,32.39%,2.0,32.40%,2.0,32.40%,2.0,32.40%,2.0,32.41%,2.0,32.42%,2.0,32.42%,2.0,32.43%,2.0,32.44%,2.0
總額,27396.0,27399.0,27443.0,27434.0,27494.0,27528.0,27567.0,27585.0,27640.0,27629.0,27667.0,27773.0,27826.0,33.81%,1.0,33.80%,1.0,33.80%,1.0,33.80%,1.0,33.80%,1.0,33.80%,1.0,33.80%,1.0,33.80%,1.0,33.80%,1.0,33.79%,1.0,33.79%,1.0,33.78%,1.0,33.78%,1.0
