銀行別,2022年1月,2022年2月,2022年3月,2022年4月,2022年5月,2022年6月,2022年7月,2022年8月,2022年9月,2022年10月,2022年11月,2022年12月,2023年1月,2022年1月市占率,2022年1月排名,2022年2月市占率,2022年2月排名,2022年3月市占率,2022年3月排名,2022年4月市占率,2022年4月排名,2022年5月市占率,2022年5月排名,2022年6月市占率,2022年6月排名,2022年7月市占率,2022年7月排名,2022年8月市占率,2022年8月排名,2022年9月市占率,2022年9月排名,2022年10月市占率,2022年10月排名,2022年11月市占率,2022年11月排名,2022年12月市占率,2022年12月排名,2023年1月市占率,2023年1月排名
高雄銀行,165953.0,165997.0,164982.0,162534.0,163577.0,167812.0,167034.0,167662.0,171349.0,173531.0,175615.0,175919.0,173164.0,0.17%,33.0,0.17%,33.0,0.16%,34.0,0.16%,34.0,0.16%,34.0,0.16%,34.0,0.16%,34.0,0.16%,34.0,0.16%,34.0,0.16%,34.0,0.17%,34.0,0.17%,34.0,0.16%,34.0
兆豐國際商業銀行,2032236.0,2043377.0,2067363.0,2071603.0,2080439.0,2112201.0,2117896.0,2116977.0,2143560.0,2093714.0,2059631.0,2083168.0,2028868.0,2.05%,8.0,2.06%,8.0,2.06%,8.0,2.04%,8.0,2.04%,9.0,2.06%,8.0,2.05%,8.0,2.03%,8.0,2.04%,8.0,1.97%,8.0,1.94%,8.0,1.96%,8.0,1.91%,10.0
花旗(台灣)商業銀行,285699.0,286355.0,293913.0,287262.0,287735.0,283555.0,285962.0,293058.0,294311.0,282403.0,283716.0,281080.0,285267.0,0.29%,26.0,0.29%,26.0,0.29%,25.0,0.28%,27.0,0.28%,27.0,0.28%,28.0,0.28%,28.0,0.28%,28.0,0.28%,26.0,0.27%,28.0,0.27%,27.0,0.26%,27.0,0.27%,27.0
王道商業銀行,159212.0,159615.0,166801.0,168260.0,177030.0,180830.0,181758.0,187311.0,191749.0,188779.0,190136.0,188192.0,187913.0,0.16%,34.0,0.16%,34.0,0.17%,33.0,0.17%,33.0,0.17%,33.0,0.18%,33.0,0.18%,32.0,0.18%,32.0,0.18%,32.0,0.18%,32.0,0.18%,32.0,0.18%,32.0,0.18%,32.0
臺灣中小企業銀行,1301909.0,1306350.0,1322922.0,1326271.0,1334682.0,1359819.0,1361896.0,1378709.0,1392905.0,1397604.0,1405332.0,1416339.0,1400301.0,1.32%,15.0,1.31%,15.0,1.32%,15.0,1.31%,15.0,1.31%,15.0,1.33%,15.0,1.32%,15.0,1.32%,15.0,1.32%,15.0,1.32%,15.0,1.33%,15.0,1.33%,15.0,1.32%,15.0
渣打國際商業銀行,300176.0,296407.0,293597.0,287356.0,289034.0,291295.0,288670.0,293943.0,293627.0,293397.0,290020.0,292414.0,295434.0,0.30%,25.0,0.30%,25.0,0.29%,26.0,0.28%,26.0,0.28%,26.0,0.28%,26.0,0.28%,27.0,0.28%,27.0,0.28%,27.0,0.28%,26.0,0.27%,26.0,0.28%,25.0,0.28%,25.0
台中商業銀行,488726.0,490256.0,492868.0,497923.0,501380.0,506940.0,508435.0,505353.0,508813.0,512736.0,518113.0,518908.0,516935.0,0.49%,21.0,0.49%,21.0,0.49%,21.0,0.49%,21.0,0.49%,21.0,0.49%,21.0,0.49%,21.0,0.48%,21.0,0.48%,21.0,0.48%,21.0,0.49%,21.0,0.49%,21.0,0.49%,21.0
京城商業銀行,212450.0,214343.0,215238.0,220264.0,220681.0,222515.0,224560.0,225937.0,231622.0,235890.0,238545.0,245875.0,246408.0,0.21%,30.0,0.22%,29.0,0.21%,30.0,0.22%,29.0,0.22%,29.0,0.22%,29.0,0.22%,29.0,0.22%,29.0,0.22%,29.0,0.22%,29.0,0.23%,29.0,0.23%,29.0,0.23%,29.0
匯豐(台灣)商業銀行,279775.0,282005.0,281470.0,289723.0,294161.0,295610.0,291142.0,295420.0,296652.0,295248.0,291029.0,288343.0,285478.0,0.28%,27.0,0.28%,27.0,0.28%,27.0,0.29%,25.0,0.29%,25.0,0.29%,25.0,0.28%,25.0,0.28%,26.0,0.28%,25.0,0.28%,25.0,0.27%,25.0,0.27%,26.0,0.27%,26.0
瑞興商業銀行,54638.0,54658.0,54803.0,54831.0,54995.0,55389.0,55596.0,55727.0,56018.0,55230.0,55501.0,55572.0,55501.0,0.06%,38.0,0.06%,38.0,0.05%,38.0,0.05%,38.0,0.05%,38.0,0.05%,38.0,0.05%,38.0,0.05%,38.0,0.05%,38.0,0.05%,38.0,0.05%,38.0,0.05%,38.0,0.05%,38.0
華泰商業銀行,117856.0,119570.0,123203.0,127140.0,129195.0,125339.0,130453.0,133235.0,133284.0,134133.0,134067.0,134129.0,135601.0,0.12%,37.0,0.12%,37.0,0.12%,36.0,0.13%,36.0,0.13%,36.0,0.12%,37.0,0.13%,36.0,0.13%,36.0,0.13%,36.0,0.13%,36.0,0.13%,36.0,0.13%,36.0,0.13%,36.0
臺灣新光商業銀行,721177.0,722998.0,728654.0,727183.0,730664.0,739054.0,740871.0,744519.0,749377.0,739819.0,744608.0,752631.0,741934.0,0.73%,19.0,0.73%,19.0,0.73%,19.0,0.72%,19.0,0.72%,19.0,0.72%,19.0,0.72%,19.0,0.71%,19.0,0.71%,19.0,0.70%,19.0,0.70%,19.0,0.71%,19.0,0.70%,19.0
陽信商業銀行,414375.0,417178.0,422916.0,426020.0,430895.0,435365.0,435306.0,438656.0,438003.0,441379.0,445578.0,450905.0,450095.0,0.42%,23.0,0.42%,23.0,0.42%,23.0,0.42%,23.0,0.42%,23.0,0.42%,23.0,0.42%,23.0,0.42%,23.0,0.42%,23.0,0.42%,23.0,0.42%,23.0,0.42%,22.0,0.42%,23.0
板信商業銀行,192446.0,189679.0,191788.0,192437.0,188580.0,190235.0,194544.0,195772.0,200766.0,198144.0,196699.0,195182.0,193594.0,0.19%,31.0,0.19%,31.0,0.19%,31.0,0.19%,31.0,0.18%,31.0,0.19%,31.0,0.19%,31.0,0.19%,31.0,0.19%,31.0,0.19%,31.0,0.19%,31.0,0.18%,31.0,0.18%,31.0
三信商業銀行,123488.0,123081.0,121816.0,122559.0,123320.0,125436.0,127670.0,128139.0,130228.0,132165.0,131853.0,133056.0,133041.0,0.12%,36.0,0.12%,36.0,0.12%,37.0,0.12%,37.0,0.12%,37.0,0.12%,36.0,0.12%,37.0,0.12%,37.0,0.12%,37.0,0.12%,37.0,0.12%,37.0,0.13%,37.0,0.13%,37.0
聯邦商業銀行,508160.0,512657.0,518590.0,520248.0,526320.0,530930.0,537470.0,541260.0,542545.0,548208.0,533209.0,534391.0,532524.0,0.51%,20.0,0.52%,20.0,0.52%,20.0,0.51%,20.0,0.52%,20.0,0.52%,20.0,0.52%,20.0,0.52%,20.0,0.52%,20.0,0.52%,20.0,0.50%,20.0,0.50%,20.0,0.50%,20.0
遠東國際商業銀行,425907.0,427027.0,435646.0,429287.0,431206.0,443894.0,444104.0,455303.0,461975.0,456469.0,451266.0,442813.0,450361.0,0.43%,22.0,0.43%,22.0,0.43%,22.0,0.42%,22.0,0.42%,22.0,0.43%,22.0,0.43%,22.0,0.44%,22.0,0.44%,22.0,0.43%,22.0,0.43%,22.0,0.42%,23.0,0.42%,22.0
元大商業銀行,866242.0,869362.0,882861.0,883785.0,889003.0,898833.0,905588.0,912118.0,928124.0,944780.0,962275.0,975409.0,970698.0,0.88%,17.0,0.87%,17.0,0.88%,17.0,0.87%,17.0,0.87%,17.0,0.88%,17.0,0.88%,17.0,0.87%,17.0,0.88%,17.0,0.89%,17.0,0.91%,17.0,0.92%,17.0,0.91%,17.0
永豐商業銀行,1215361.0,1249631.0,1244824.0,1266769.0,1274279.0,1213884.0,1277724.0,1314524.0,1267694.0,1347080.0,1332173.0,1296661.0,1378730.0,1.23%,16.0,1.26%,16.0,1.24%,16.0,1.25%,16.0,1.25%,16.0,1.18%,16.0,1.24%,16.0,1.26%,16.0,1.20%,16.0,1.27%,16.0,1.26%,16.0,1.22%,16.0,1.30%,16.0
玉山商業銀行,1779393.0,1794991.0,1796355.0,1826858.0,1831092.0,1842381.0,1863344.0,1876389.0,1882813.0,1896635.0,1897099.0,1899861.0,1904909.0,1.80%,11.0,1.81%,10.0,1.79%,11.0,1.80%,11.0,1.80%,11.0,1.80%,11.0,1.81%,11.0,1.80%,11.0,1.79%,11.0,1.79%,11.0,1.79%,11.0,1.79%,11.0,1.79%,11.0
凱基商業銀行,377339.0,380195.0,385159.0,384679.0,385485.0,392694.0,393597.0,397432.0,407602.0,402676.0,402657.0,399285.0,392457.0,0.38%,24.0,0.38%,24.0,0.38%,24.0,0.38%,24.0,0.38%,24.0,0.38%,24.0,0.38%,24.0,0.38%,24.0,0.39%,24.0,0.38%,24.0,0.38%,24.0,0.38%,24.0,0.37%,24.0
星展(台灣)商業銀行,277194.0,280665.0,275229.0,274918.0,276523.0,284016.0,289706.0,298913.0,291180.0,286307.0,281174.0,273130.0,269165.0,0.28%,28.0,0.28%,28.0,0.27%,28.0,0.27%,28.0,0.27%,28.0,0.28%,27.0,0.28%,26.0,0.29%,25.0,0.28%,28.0,0.27%,27.0,0.27%,28.0,0.26%,28.0,0.25%,28.0
台新國際商業銀行,1364893.0,1374402.0,1403452.0,1435003.0,1431060.0,1402702.0,1441960.0,1434809.0,1443480.0,1434738.0,1431240.0,1426485.0,1428769.0,1.38%,14.0,1.38%,14.0,1.40%,14.0,1.42%,14.0,1.40%,14.0,1.37%,14.0,1.40%,14.0,1.38%,14.0,1.37%,14.0,1.35%,14.0,1.35%,14.0,1.34%,14.0,1.34%,14.0
日盛國際商業銀行,175432.0,175979.0,177890.0,177237.0,178310.0,181189.0,178218.0,179897.0,178996.0,180943.0,178507.0,178052.0,173496.0,0.18%,32.0,0.18%,32.0,0.18%,32.0,0.17%,32.0,0.17%,32.0,0.18%,32.0,0.17%,33.0,0.17%,33.0,0.17%,33.0,0.17%,33.0,0.17%,33.0,0.17%,33.0,0.16%,33.0
安泰商業銀行,213599.0,213514.0,217608.0,214307.0,218037.0,221349.0,217575.0,220795.0,222039.0,223120.0,223271.0,223079.0,217714.0,0.22%,29.0,0.21%,30.0,0.22%,29.0,0.21%,30.0,0.21%,30.0,0.22%,30.0,0.21%,30.0,0.21%,30.0,0.21%,30.0,0.21%,30.0,0.21%,30.0,0.21%,30.0,0.20%,30.0
中國信託商業銀行,2269815.0,2278455.0,2226800.0,2375508.0,2399572.0,2272768.0,2447800.0,2448183.0,2440994.0,2574778.0,2594209.0,2556470.0,2595087.0,2.29%,5.0,2.29%,5.0,2.22%,6.0,2.34%,5.0,2.35%,5.0,2.22%,6.0,2.37%,5.0,2.35%,5.0,2.32%,5.0,2.43%,5.0,2.45%,4.0,2.41%,5.0,2.44%,5.0
將來商業銀行,,15.0,42.0,155.0,370.0,627.0,897.0,1230.0,1620.0,1962.0,2490.0,2973.0,3343.0,nan%,,0.00%,41.0,0.00%,41.0,0.00%,41.0,0.00%,41.0,0.00%,40.0,0.00%,40.0,0.00%,40.0,0.00%,40.0,0.00%,40.0,0.00%,40.0,0.00%,40.0,0.00%,40.0
連線商業銀行,4730.0,5612.0,7712.0,9287.0,10850.0,12242.0,13430.0,14539.0,15906.0,17661.0,19625.0,21465.0,22256.0,0.00%,39.0,0.01%,39.0,0.01%,39.0,0.01%,39.0,0.01%,39.0,0.01%,39.0,0.01%,39.0,0.01%,39.0,0.02%,39.0,0.02%,39.0,0.02%,39.0,0.02%,39.0,0.02%,39.0
樂天國際商業銀行,224.0,256.0,321.0,364.0,466.0,550.0,661.0,792.0,882.0,994.0,1174.0,1337.0,1474.0,0.00%,40.0,0.00%,40.0,0.00%,40.0,0.00%,40.0,0.00%,40.0,0.00%,41.0,0.00%,41.0,0.00%,41.0,0.00%,41.0,0.00%,41.0,0.00%,41.0,0.00%,41.0,0.00%,41.0
中央信託局,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
中國農民銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
交通銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
澳盛(台灣)商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
中華開發工業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
第七商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
中華商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
大眾商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
慶豐商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
臺北國際商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
高雄區中小企業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
花蓮區中小企業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
臺東區中小企業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
前20,30660808.0,30781643.0,31061078.0,31421015.0,31599018.0,31749803.0,31961350.0,32288831.0,32605672.0,32890484.0,32838425.0,32903764.0,32957564.0,30.98%,2.0,30.98%,2.0,30.98%,2.0,31.00%,2.0,30.99%,2.0,30.98%,2.0,30.99%,2.0,30.97%,2.0,30.97%,2.0,31.00%,2.0,31.00%,2.0,31.01%,2.0,31.02%,2.0
總額,34159641.0,34291634.0,34605989.0,34972735.0,35180220.0,35368641.0,35594056.0,35981299.0,36330264.0,36603079.0,36552478.0,36607104.0,36649414.0,34.51%,1.0,34.51%,1.0,34.51%,1.0,34.50%,1.0,34.50%,1.0,34.51%,1.0,34.51%,1.0,34.51%,1.0,34.51%,1.0,34.50%,1.0,34.50%,1.0,34.50%,1.0,34.49%,1.0
