銀行別,2022年1月,2022年2月,2022年3月,2022年4月,2022年5月,2022年6月,2022年7月,2022年8月,2022年9月,2022年10月,2022年11月,2022年12月,2023年1月,2022年1月市占率,2022年1月排名,2022年2月市占率,2022年2月排名,2022年3月市占率,2022年3月排名,2022年4月市占率,2022年4月排名,2022年5月市占率,2022年5月排名,2022年6月市占率,2022年6月排名,2022年7月市占率,2022年7月排名,2022年8月市占率,2022年8月排名,2022年9月市占率,2022年9月排名,2022年10月市占率,2022年10月排名,2022年11月市占率,2022年11月排名,2022年12月市占率,2022年12月排名,2023年1月市占率,2023年1月排名
高雄銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
兆豐國際商業銀行,242.0,597.0,954.0,1038.0,1451.0,1866.0,2140.0,2327.0,2926.0,3523.0,3983.0,4048.0,805.0,2.60%,8.0,3.25%,6.0,3.35%,6.0,2.89%,6.0,3.33%,6.0,3.51%,4.0,3.21%,5.0,2.89%,5.0,3.09%,5.0,3.24%,5.0,3.35%,5.0,3.13%,6.0,5.40%,4.0
花旗(台灣)商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
王道商業銀行,79.0,128.0,182.0,272.0,303.0,379.0,458.0,533.0,625.0,758.0,824.0,901.0,130.0,0.85%,15.0,0.70%,16.0,0.64%,16.5,0.76%,16.0,0.70%,16.0,0.71%,16.0,0.69%,15.0,0.66%,16.0,0.66%,17.0,0.70%,17.0,0.69%,16.0,0.70%,15.0,0.87%,12.0
臺灣中小企業銀行,82.0,143.0,217.0,417.0,462.0,542.0,689.0,775.0,901.0,1051.0,1173.0,1283.0,135.0,0.88%,14.0,0.78%,15.0,0.76%,15.0,1.16%,14.0,1.06%,14.0,1.02%,14.0,1.03%,14.0,0.96%,14.0,0.95%,14.0,0.97%,13.0,0.99%,13.0,0.99%,13.0,0.91%,11.0
渣打國際商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
台中商業銀行,3.0,5.0,8.0,6.0,11.0,9.0,13.0,17.0,17.0,21.0,24.0,28.0,2.0,0.03%,20.0,0.03%,19.0,0.03%,21.0,0.02%,20.0,0.03%,21.0,0.02%,22.0,0.02%,22.0,0.02%,22.0,0.02%,22.0,0.02%,22.0,0.02%,21.5,0.02%,21.0,0.01%,20.0
京城商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
匯豐(台灣)商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
瑞興商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
華泰商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
臺灣新光商業銀行,78.0,107.0,131.0,129.0,118.0,51.0,71.0,120.0,83.0,44.0,226.0,435.0,71.0,0.84%,16.0,0.58%,17.0,0.46%,18.0,0.36%,17.0,0.27%,17.0,0.10%,21.0,0.11%,20.0,0.15%,19.0,0.09%,20.0,0.04%,21.0,0.19%,19.0,0.34%,18.0,0.48%,16.0
陽信商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
板信商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
三信商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
聯邦商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
遠東國際商業銀行,-3.0,-11.0,13.0,26.0,40.0,82.0,88.0,101.0,116.0,133.0,149.0,178.0,17.0,-0.03%,22.0,-0.06%,21.0,0.05%,20.0,0.07%,19.0,0.09%,20.0,0.15%,19.0,0.13%,19.0,0.13%,20.0,0.12%,19.0,0.12%,19.0,0.13%,20.0,0.14%,20.0,0.11%,19.0
元大商業銀行,-1.0,4.0,25.0,48.0,59.0,62.0,67.0,65.0,59.0,45.0,24.0,10.0,24.0,-0.01%,21.0,0.02%,20.0,0.09%,19.0,0.13%,18.0,0.14%,18.0,0.12%,20.0,0.10%,21.0,0.08%,21.0,0.06%,21.0,0.04%,20.0,0.02%,21.5,0.01%,22.0,0.16%,18.0
永豐商業銀行,181.0,373.0,634.0,953.0,1131.0,1430.0,1692.0,2129.0,2560.0,2821.0,2936.0,3076.0,263.0,1.94%,11.0,2.03%,9.0,2.22%,9.0,2.66%,8.0,2.60%,9.0,2.69%,8.0,2.54%,9.0,2.64%,9.0,2.70%,7.0,2.59%,8.0,2.47%,8.0,2.38%,9.0,1.76%,8.0
玉山商業銀行,233.0,355.0,500.0,783.0,1175.0,1446.0,1837.0,2135.0,2447.0,2917.0,3473.0,4076.0,776.0,2.50%,9.0,1.93%,11.0,1.75%,11.0,2.18%,10.0,2.70%,8.0,2.72%,7.0,2.76%,7.0,2.65%,7.5,2.58%,8.0,2.68%,7.0,2.92%,6.0,3.15%,5.0,5.21%,5.0
凱基商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
星展(台灣)商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
台新國際商業銀行,151.0,290.0,400.0,599.0,537.0,456.0,443.0,656.0,863.0,881.0,829.0,826.0,107.0,1.62%,12.0,1.58%,12.0,1.40%,12.0,1.67%,12.0,1.23%,12.5,0.86%,15.0,0.66%,16.0,0.81%,15.0,0.91%,15.0,0.81%,15.0,0.70%,15.0,0.64%,16.0,0.72%,14.0
日盛國際商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
安泰商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
中國信託商業銀行,356.0,767.0,1215.0,1507.0,2092.0,2751.0,3508.0,4453.0,5393.0,6120.0,6940.0,7666.0,1154.0,3.82%,4.0,4.18%,4.0,4.26%,4.0,4.20%,4.0,4.81%,3.0,5.17%,3.0,5.26%,3.0,5.52%,3.0,5.69%,3.0,5.62%,3.0,5.83%,3.0,5.92%,3.0,7.74%,3.0
將來商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
連線商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
樂天國際商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
中央信託局,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
中國農民銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
交通銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
澳盛(台灣)商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
中華開發工業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
第七商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
中華商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
大眾商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
慶豐商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
臺北國際商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
高雄區中小企業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
花蓮區中小企業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
臺東區中小企業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
前20,3108.0,6116.0,9502.0,11959.0,14505.0,17725.0,22217.0,26873.0,31575.0,36286.0,39684.0,43130.0,4967.0,33.33%,1.5,33.33%,1.5,33.33%,1.5,33.33%,1.5,33.33%,1.5,33.33%,1.5,33.33%,1.5,33.33%,1.5,33.33%,1.5,33.33%,1.5,33.33%,1.5,33.33%,1.5,33.33%,1.5
總額,3108.0,6116.0,9502.0,11959.0,14505.0,17725.0,22217.0,26873.0,31575.0,36286.0,39684.0,43130.0,4967.0,33.33%,1.5,33.33%,1.5,33.33%,1.5,33.33%,1.5,33.33%,1.5,33.33%,1.5,33.33%,1.5,33.33%,1.5,33.33%,1.5,33.33%,1.5,33.33%,1.5,33.33%,1.5,33.33%,1.5
