銀行別,2021年1月,2021年2月,2021年3月,2021年4月,2021年5月,2021年6月,2021年7月,2021年8月,2021年9月,2021年10月,2021年11月,2021年12月,2022年1月,2021年1月市占率,2021年1月排名,2021年2月市占率,2021年2月排名,2021年3月市占率,2021年3月排名,2021年4月市占率,2021年4月排名,2021年5月市占率,2021年5月排名,2021年6月市占率,2021年6月排名,2021年7月市占率,2021年7月排名,2021年8月市占率,2021年8月排名,2021年9月市占率,2021年9月排名,2021年10月市占率,2021年10月排名,2021年11月市占率,2021年11月排名,2021年12月市占率,2021年12月排名,2022年1月市占率,2022年1月排名
臺灣中小企業銀行,1406464.0,1405281.0,1442786.0,1486764.0,1503760.0,1503187.0,1584122.0,1619174.0,1671507.0,1627568.0,1635095.0,1668611.0,1644043.0,1.09%,16.0,1.09%,16.0,1.11%,16.0,1.14%,16.0,1.14%,16.0,1.13%,16.0,1.18%,16.0,1.20%,16.0,1.23%,16.0,1.19%,16.0,1.18%,16.0,1.19%,16.0,1.18%,16.0
渣打國際商業銀行,616455.0,613070.0,574950.0,560869.0,579880.0,582996.0,594764.0,585470.0,572886.0,579963.0,572223.0,579750.0,572078.0,0.48%,22.0,0.47%,22.0,0.44%,23.0,0.43%,24.0,0.44%,23.0,0.44%,23.0,0.44%,23.0,0.43%,23.0,0.42%,24.0,0.42%,23.0,0.41%,24.0,0.41%,24.0,0.41%,24.0
台中商業銀行,633134.0,634650.0,641531.0,645967.0,644963.0,649693.0,644130.0,646901.0,647796.0,652041.0,654471.0,661328.0,661122.0,0.49%,21.0,0.49%,21.0,0.49%,20.0,0.49%,20.0,0.49%,21.0,0.49%,20.0,0.48%,21.0,0.48%,21.0,0.48%,21.0,0.48%,20.0,0.47%,20.0,0.47%,21.0,0.47%,21.0
京城商業銀行,227756.0,230216.0,231974.0,235399.0,235301.0,235575.0,238125.0,240392.0,242748.0,245549.0,248212.0,252823.0,253357.0,0.18%,34.0,0.18%,34.0,0.18%,33.0,0.18%,34.0,0.18%,33.0,0.18%,34.0,0.18%,32.0,0.18%,32.0,0.18%,32.0,0.18%,31.0,0.18%,31.0,0.18%,31.0,0.18%,31.0
匯豐(台灣)商業銀行,458833.0,463534.0,462973.0,455340.0,472435.0,440241.0,430518.0,453240.0,441961.0,434173.0,437019.0,442068.0,437633.0,0.36%,27.0,0.36%,27.0,0.36%,27.0,0.35%,27.0,0.36%,27.0,0.33%,27.0,0.32%,27.0,0.33%,27.0,0.33%,27.0,0.32%,27.0,0.32%,27.0,0.32%,27.0,0.31%,27.0
瑞興商業銀行,71135.0,71164.0,70973.0,71512.0,70536.0,69092.0,68972.0,69603.0,69370.0,68636.0,69088.0,71932.0,72150.0,0.06%,37.0,0.05%,37.0,0.05%,37.0,0.05%,37.0,0.05%,37.0,0.05%,37.0,0.05%,37.0,0.05%,37.0,0.05%,37.0,0.05%,37.0,0.05%,37.0,0.05%,37.0,0.05%,37.0
華泰商業銀行,138068.0,139465.0,139445.0,140021.0,143581.0,146722.0,147758.0,147832.0,144787.0,148093.0,145504.0,146913.0,146155.0,0.11%,36.0,0.11%,36.0,0.11%,36.0,0.11%,36.0,0.11%,36.0,0.11%,36.0,0.11%,36.0,0.11%,36.0,0.11%,36.0,0.11%,36.0,0.11%,36.0,0.11%,36.0,0.10%,36.0
臺灣新光商業銀行,918557.0,933174.0,943946.0,958047.0,967192.0,986962.0,1000359.0,1019993.0,1015235.0,1032902.0,1025723.0,1043994.0,1054726.0,0.71%,19.0,0.72%,19.0,0.73%,19.0,0.73%,19.0,0.74%,19.0,0.74%,19.0,0.75%,19.0,0.75%,19.0,0.75%,19.0,0.75%,19.0,0.74%,19.0,0.75%,19.0,0.75%,18.0
陽信商業銀行,527628.0,530469.0,535346.0,539253.0,539632.0,540935.0,545546.0,547234.0,553736.0,556074.0,562596.0,574287.0,569759.0,0.41%,25.0,0.41%,25.0,0.41%,25.0,0.41%,25.0,0.41%,25.0,0.41%,25.0,0.41%,25.0,0.40%,25.0,0.41%,25.0,0.41%,25.0,0.41%,25.0,0.41%,25.0,0.41%,25.0
板信商業銀行,242365.0,245622.0,249969.0,252181.0,250029.0,252847.0,252899.0,255831.0,253794.0,254930.0,254467.0,254810.0,254584.0,0.19%,30.0,0.19%,30.0,0.19%,30.0,0.19%,30.0,0.19%,30.0,0.19%,30.0,0.19%,30.0,0.19%,30.0,0.19%,30.0,0.19%,30.0,0.18%,30.0,0.18%,30.0,0.18%,30.0
三信商業銀行,163333.0,163145.0,162283.0,162011.0,162464.0,162837.0,161648.0,162313.0,163639.0,165430.0,166380.0,167919.0,167288.0,0.13%,35.0,0.13%,35.0,0.12%,35.0,0.12%,35.0,0.12%,35.0,0.12%,35.0,0.12%,35.0,0.12%,35.0,0.12%,35.0,0.12%,35.0,0.12%,35.0,0.12%,35.0,0.12%,35.0
聯邦商業銀行,609319.0,612163.0,613739.0,616706.0,619138.0,626386.0,628028.0,638252.0,645594.0,645113.0,652579.0,672648.0,662011.0,0.47%,23.0,0.47%,23.0,0.47%,22.0,0.47%,22.0,0.47%,22.0,0.47%,22.0,0.47%,22.0,0.47%,22.0,0.48%,22.0,0.47%,21.0,0.47%,22.0,0.48%,20.0,0.47%,20.0
遠東國際商業銀行,545771.0,547352.0,551892.0,571644.0,562708.0,566826.0,576476.0,579339.0,577401.0,572628.0,597802.0,595770.0,600785.0,0.42%,24.0,0.42%,24.0,0.42%,24.0,0.44%,23.0,0.43%,24.0,0.43%,24.0,0.43%,24.0,0.43%,24.0,0.42%,23.0,0.42%,24.0,0.43%,23.0,0.43%,23.0,0.43%,23.0
元大商業銀行,1244526.0,1255934.0,1278468.0,1299883.0,1321851.0,1365220.0,1388712.0,1397683.0,1419645.0,1422596.0,1426404.0,1457176.0,1436803.0,0.97%,17.0,0.97%,17.0,0.98%,17.0,0.99%,17.0,1.00%,17.0,1.03%,17.0,1.04%,17.0,1.03%,17.0,1.04%,17.0,1.04%,17.0,1.03%,17.0,1.04%,17.0,1.03%,17.0
永豐商業銀行,1588094.0,1637715.0,1669663.0,1702783.0,1707614.0,1716852.0,1707274.0,1726837.0,1709273.0,1702044.0,1719467.0,1793195.0,1755825.0,1.23%,15.0,1.27%,15.0,1.28%,14.0,1.30%,14.0,1.30%,14.0,1.29%,14.0,1.27%,14.0,1.28%,14.0,1.26%,14.0,1.24%,14.0,1.24%,14.0,1.28%,14.0,1.26%,14.0
玉山商業銀行,2436971.0,2411853.0,2395396.0,2434990.0,2374597.0,2456679.0,2472967.0,2500208.0,2508220.0,2530438.0,2611946.0,2650076.0,2605808.0,1.89%,11.0,1.86%,11.0,1.84%,11.0,1.86%,11.0,1.81%,11.0,1.85%,11.0,1.84%,11.0,1.85%,11.0,1.85%,11.0,1.85%,11.0,1.89%,11.0,1.90%,11.0,1.87%,11.0
凱基商業銀行,521099.0,490077.0,489847.0,495540.0,483104.0,507667.0,502551.0,493799.0,471106.0,482111.0,487288.0,502551.0,490732.0,0.41%,26.0,0.38%,26.0,0.38%,26.0,0.38%,26.0,0.37%,26.0,0.38%,26.0,0.37%,26.0,0.36%,26.0,0.35%,26.0,0.35%,26.0,0.35%,26.0,0.36%,26.0,0.35%,26.0
星展(台灣)商業銀行,359445.0,349409.0,362128.0,359705.0,354419.0,346698.0,350201.0,371782.0,371151.0,368059.0,377475.0,358773.0,359564.0,0.28%,28.0,0.27%,28.0,0.28%,28.0,0.27%,28.0,0.27%,28.0,0.26%,28.0,0.26%,28.0,0.27%,28.0,0.27%,28.0,0.27%,28.0,0.27%,28.0,0.26%,28.0,0.26%,28.0
台新國際商業銀行,1617200.0,1644632.0,1635452.0,1640966.0,1647334.0,1649750.0,1632568.0,1647545.0,1677678.0,1670948.0,1702495.0,1691305.0,1740050.0,1.26%,14.0,1.27%,14.0,1.26%,15.0,1.25%,15.0,1.25%,15.0,1.24%,15.0,1.22%,15.0,1.22%,15.0,1.23%,15.0,1.22%,15.0,1.23%,15.0,1.21%,15.0,1.25%,15.0
日盛國際商業銀行,237839.0,239751.0,234782.0,241387.0,239938.0,239624.0,235437.0,235568.0,233663.0,235298.0,236539.0,238445.0,235240.0,0.18%,32.0,0.19%,32.0,0.18%,32.0,0.18%,32.0,0.18%,31.0,0.18%,31.0,0.18%,34.0,0.17%,33.0,0.17%,34.0,0.17%,34.0,0.17%,34.0,0.17%,33.0,0.17%,34.0
安泰商業銀行,263101.0,267815.0,269321.0,270170.0,271424.0,275387.0,272349.0,268867.0,267971.0,271783.0,273047.0,283923.0,281030.0,0.20%,29.0,0.21%,29.0,0.21%,29.0,0.21%,29.0,0.21%,29.0,0.21%,29.0,0.20%,29.0,0.20%,29.0,0.20%,29.0,0.20%,29.0,0.20%,29.0,0.20%,29.0,0.20%,29.0
中國信託商業銀行,3080957.0,3143769.0,3140613.0,3177893.0,3224678.0,3217912.0,3280475.0,3335633.0,3315197.0,3343931.0,3379871.0,3356112.0,3357085.0,2.40%,5.0,2.43%,5.0,2.42%,5.0,2.43%,5.0,2.45%,5.0,2.43%,5.0,2.45%,5.0,2.46%,5.0,2.44%,5.0,2.44%,5.0,2.44%,5.0,2.40%,5.0,2.40%,5.0
將來商業銀行,,,,,,,,,,,,,3.0,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,0.00%,40.0
連線商業銀行,,,22.0,200.0,722.0,1428.0,6267.0,10201.0,12786.0,15251.0,19178.0,23380.0,28810.0,nan%,,nan%,,0.00%,39.0,0.00%,39.0,0.00%,39.0,0.00%,39.0,0.00%,38.0,0.01%,38.0,0.01%,38.0,0.01%,38.0,0.01%,38.0,0.02%,38.0,0.02%,38.0
樂天國際商業銀行,257.0,570.0,898.0,1318.0,1868.0,2572.0,2938.0,3227.0,3915.0,4781.0,5504.0,6314.0,8176.0,0.00%,38.0,0.00%,38.0,0.00%,38.0,0.00%,38.0,0.00%,38.0,0.00%,38.0,0.00%,39.0,0.00%,39.0,0.00%,39.0,0.00%,39.0,0.00%,39.0,0.00%,39.0,0.01%,39.0
中央信託局,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
中國農民銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
交通銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
澳盛(台灣)商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
中華開發工業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
第七商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
中華商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
大眾商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
慶豐商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
臺北國際商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
高雄區中小企業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
花蓮區中小企業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
臺東區中小企業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
前20,39647251.0,39929784.0,40129095.0,40420605.0,40624653.0,40963231.0,41443699.0,41865953.0,42047998.0,42374952.0,42834175.0,43270037.0,43262153.0,30.82%,2.0,30.85%,2.0,30.87%,2.0,30.87%,2.0,30.88%,2.0,30.90%,2.0,30.92%,2.0,30.92%,2.0,30.95%,2.0,30.96%,2.0,30.96%,2.0,30.96%,2.0,30.97%,2.0
總額,44489120.0,44754484.0,44935976.0,45255123.0,45459485.0,45809171.0,46304446.0,46770762.0,46910805.0,47255696.0,47761648.0,48249276.0,48220931.0,34.59%,1.0,34.58%,1.0,34.57%,1.0,34.56%,1.0,34.56%,1.0,34.55%,1.0,34.54%,1.0,34.54%,1.0,34.53%,1.0,34.52%,1.0,34.52%,1.0,34.52%,1.0,34.52%,1.0
