銀行別,2021年1月,2021年2月,2021年3月,2021年4月,2021年5月,2021年6月,2021年7月,2021年8月,2021年9月,2021年10月,2021年11月,2021年12月,2022年1月,2021年1月市占率,2021年1月排名,2021年2月市占率,2021年2月排名,2021年3月市占率,2021年3月排名,2021年4月市占率,2021年4月排名,2021年5月市占率,2021年5月排名,2021年6月市占率,2021年6月排名,2021年7月市占率,2021年7月排名,2021年8月市占率,2021年8月排名,2021年9月市占率,2021年9月排名,2021年10月市占率,2021年10月排名,2021年11月市占率,2021年11月排名,2021年12月市占率,2021年12月排名,2022年1月市占率,2022年1月排名
安泰商業銀行,45.63%,45.04%,44.87%,44.66%,44.65%,44.26%,43.81%,43.58%,43.66%,43.34%,43.42%,43.45%,43.70%,,29.0,,29.0,,29.0,,28.0,,28.0,,28.0,,28.0,,28.0,,29.0,,29.0,,29.0,,29.0,,28.0
中國信託商業銀行,64.57%,64.52%,64.59%,64.48%,64.39%,63.89%,63.52%,63.35%,62.87%,62.58%,62.64%,62.96%,62.99%,,11.0,,11.0,,10.0,,10.0,,10.0,,12.0,,12.0,,11.0,,11.0,,11.0,,11.0,,12.0,,11.0
將來商業銀行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
連線商業銀行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
樂天國際商業銀行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中央信託局,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中國農民銀行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
澳盛(台灣)商業銀行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第七商業銀行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中華商業銀行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大眾商業銀行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
慶豐商業銀行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
臺北國際商業銀行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
