銀行別,2021年1月,2021年2月,2021年3月,2021年4月,2021年5月,2021年6月,2021年7月,2021年8月,2021年9月,2021年10月,2021年11月,2021年12月,2022年1月,2021年1月市占率,2021年1月排名,2021年2月市占率,2021年2月排名,2021年3月市占率,2021年3月排名,2021年4月市占率,2021年4月排名,2021年5月市占率,2021年5月排名,2021年6月市占率,2021年6月排名,2021年7月市占率,2021年7月排名,2021年8月市占率,2021年8月排名,2021年9月市占率,2021年9月排名,2021年10月市占率,2021年10月排名,2021年11月市占率,2021年11月排名,2021年12月市占率,2021年12月排名,2022年1月市占率,2022年1月排名
三信商業銀行,34957.0,35571.0,35788.0,35756.0,35761.0,35395.0,35283.0,35416.0,35624.0,36111.0,36212.0,36169.0,36585.0,0.11%,37.0,0.11%,36.0,0.11%,36.0,0.11%,36.0,0.11%,36.0,0.10%,36.0,0.10%,36.0,0.10%,36.0,0.10%,36.0,0.10%,36.0,0.10%,36.0,0.10%,37.0,0.10%,36.0
聯邦商業銀行,98723.0,99591.0,99511.0,98677.0,101454.0,102375.0,104962.0,105905.0,106676.0,109307.0,108416.0,110703.0,115599.0,0.30%,25.0,0.30%,25.0,0.30%,25.0,0.30%,25.0,0.30%,25.0,0.30%,25.0,0.31%,25.0,0.31%,25.0,0.31%,25.0,0.31%,25.0,0.31%,25.0,0.32%,25.0,0.33%,25.0
遠東國際商業銀行,109966.0,112454.0,112788.0,114788.0,116035.0,124484.0,124350.0,129501.0,134724.0,130716.0,127461.0,117915.0,129903.0,0.34%,24.0,0.34%,24.0,0.34%,24.0,0.35%,24.0,0.35%,24.0,0.37%,24.0,0.37%,24.0,0.37%,24.0,0.39%,24.0,0.37%,24.0,0.36%,24.0,0.34%,24.0,0.37%,24.0
元大商業銀行,250884.0,255685.0,258496.0,263544.0,269932.0,282035.0,285004.0,285348.0,292382.0,294263.0,300570.0,306373.0,304694.0,0.77%,18.0,0.78%,18.0,0.79%,18.0,0.80%,18.0,0.81%,18.0,0.84%,18.0,0.84%,17.0,0.83%,17.0,0.84%,17.0,0.84%,17.0,0.86%,17.0,0.88%,17.0,0.86%,17.0
永豐商業銀行,340870.0,350157.0,341007.0,349538.0,354735.0,344956.0,351543.0,357073.0,342843.0,359731.0,362794.0,328897.0,359619.0,1.05%,15.0,1.07%,15.0,1.04%,16.0,1.06%,16.0,1.06%,16.0,1.02%,16.0,1.03%,16.0,1.03%,16.0,0.99%,16.0,1.03%,16.0,1.03%,16.0,0.94%,16.0,1.01%,16.0
玉山商業銀行,553661.0,556193.0,555540.0,559873.0,567468.0,582701.0,587161.0,599962.0,609531.0,614015.0,616165.0,614936.0,638307.0,1.70%,11.0,1.70%,11.0,1.69%,11.0,1.70%,11.0,1.69%,11.0,1.73%,11.0,1.72%,11.0,1.74%,11.0,1.75%,11.0,1.76%,11.0,1.76%,11.0,1.76%,11.0,1.80%,11.0
凱基商業銀行,145036.0,144908.0,147346.0,143450.0,143378.0,146545.0,138816.0,139889.0,141120.0,137998.0,138484.0,149288.0,147556.0,0.45%,22.0,0.44%,22.0,0.45%,22.0,0.44%,22.0,0.43%,22.0,0.43%,22.0,0.41%,23.0,0.40%,22.0,0.41%,23.0,0.39%,23.0,0.39%,23.0,0.43%,22.0,0.42%,23.0
星展(台灣)商業銀行,77704.0,82313.0,82799.0,81924.0,85001.0,85639.0,89106.0,88870.0,91095.0,93213.0,94966.0,92619.0,93301.0,0.24%,29.0,0.25%,28.0,0.25%,28.0,0.25%,28.0,0.25%,27.0,0.25%,27.0,0.26%,27.0,0.26%,27.0,0.26%,27.0,0.27%,26.0,0.27%,26.0,0.27%,27.0,0.26%,27.0
台新國際商業銀行,361727.0,365752.0,371194.0,364413.0,374943.0,386483.0,385799.0,383924.0,392207.0,390110.0,366487.0,354389.0,373878.0,1.11%,14.0,1.12%,14.0,1.13%,13.0,1.11%,14.0,1.12%,14.0,1.15%,13.0,1.13%,14.0,1.11%,14.0,1.13%,13.0,1.12%,14.0,1.05%,15.0,1.01%,15.0,1.05%,15.0
日盛國際商業銀行,64449.0,65693.0,65828.0,62317.0,63692.0,62451.0,63123.0,67029.0,66744.0,67058.0,66902.0,70068.0,67968.0,0.20%,34.0,0.20%,33.0,0.20%,33.0,0.19%,33.0,0.19%,33.0,0.19%,32.0,0.19%,33.0,0.19%,34.0,0.19%,33.0,0.19%,34.0,0.19%,34.0,0.20%,32.0,0.19%,32.0
安泰商業銀行,70554.0,70575.0,73773.0,74280.0,76414.0,75962.0,75201.0,74593.0,75613.0,74355.0,77060.0,79616.0,77969.0,0.22%,30.0,0.22%,31.0,0.22%,30.0,0.23%,30.0,0.23%,30.0,0.23%,30.0,0.22%,30.0,0.22%,30.0,0.22%,30.0,0.21%,30.0,0.22%,30.0,0.23%,30.0,0.22%,30.0
中國信託商業銀行,449470.0,442156.0,368625.0,431441.0,455378.0,375868.0,463120.0,482439.0,391398.0,476669.0,485547.0,399018.0,470177.0,1.38%,12.0,1.35%,12.0,1.12%,14.0,1.31%,12.0,1.36%,12.0,1.11%,14.0,1.36%,12.0,1.40%,12.0,1.13%,14.0,1.36%,12.0,1.38%,12.0,1.14%,13.0,1.32%,12.0
將來商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
連線商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
樂天國際商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
中央信託局,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
中國農民銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
交通銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
澳盛(台灣)商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
中華開發工業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
第七商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
中華商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
大眾商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
慶豐商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
臺北國際商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
高雄區中小企業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
花蓮區中小企業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
臺東區中小企業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
前20,10074835.0,10139884.0,10184372.0,10204138.0,10393490.0,10453045.0,10553106.0,10707529.0,10765708.0,10838517.0,10868761.0,10833583.0,11010014.0,31.00%,2.0,30.99%,2.0,31.00%,2.0,31.00%,2.0,31.02%,2.0,31.01%,2.0,31.00%,2.0,30.98%,2.0,30.99%,2.0,31.00%,2.0,31.00%,2.0,31.00%,2.0,30.98%,2.0
總額,11213561.0,11291687.0,11336528.0,11357033.0,11556809.0,11630109.0,11747033.0,11924822.0,11989407.0,12059785.0,12095966.0,12054271.0,12261761.0,34.50%,1.0,34.51%,1.0,34.50%,1.0,34.50%,1.0,34.49%,1.0,34.50%,1.0,34.50%,1.0,34.51%,1.0,34.51%,1.0,34.50%,1.0,34.50%,1.0,34.50%,1.0,34.51%,1.0
